date_str,sp500,djia,date_ex1,date_ex2,date_ex3
10/12/2021,4350.65,34378.34,October 12 2021,"Tuesday, 2021-10-12",12-Oct-21
10/13/2021,4363.8,34377.81,October 13 2021,"Wednesday, 2021-10-13",13-Oct-21
10/14/2021,4438.26,34912.56,October 14 2021,"Thursday, 2021-10-14",14-Oct-21
10/15/2021,4471.37,35294.76,October 15 2021,"Friday, 2021-10-15",15-Oct-21
10/18/2021,4486.46,35258.61,October 18 2021,"Monday, 2021-10-18",18-Oct-21
10/19/2021,4519.63,35457.31,October 19 2021,"Tuesday, 2021-10-19",19-Oct-21
10/20/2021,4536.19,35609.34,October 20 2021,"Wednesday, 2021-10-20",20-Oct-21
10/21/2021,4549.78,35603.08,October 21 2021,"Thursday, 2021-10-21",21-Oct-21
10/22/2021,4544.9,35677.02,October 22 2021,"Friday, 2021-10-22",22-Oct-21
10/25/2021,4566.48,35741.15,October 25 2021,"Monday, 2021-10-25",25-Oct-21
10/26/2021,4574.79,35756.88,October 26 2021,"Tuesday, 2021-10-26",26-Oct-21
10/27/2021,4551.68,35490.69,October 27 2021,"Wednesday, 2021-10-27",27-Oct-21
10/28/2021,4596.42,35730.48,October 28 2021,"Thursday, 2021-10-28",28-Oct-21
10/29/2021,4605.38,35819.56,October 29 2021,"Friday, 2021-10-29",29-Oct-21
11/1/2021,4613.67,35913.84,November 01 2021,"Monday, 2021-11-01",1-Nov-21
11/2/2021,4630.65,36052.63,November 02 2021,"Tuesday, 2021-11-02",2-Nov-21
11/3/2021,4660.57,36157.58,November 03 2021,"Wednesday, 2021-11-03",3-Nov-21
11/4/2021,4680.06,36124.23,November 04 2021,"Thursday, 2021-11-04",4-Nov-21
11/5/2021,4697.53,36327.95,November 05 2021,"Friday, 2021-11-05",5-Nov-21
11/8/2021,4701.7,36432.22,November 08 2021,"Monday, 2021-11-08",8-Nov-21
11/9/2021,4685.25,36319.98,November 09 2021,"Tuesday, 2021-11-09",9-Nov-21
11/10/2021,4646.71,36079.94,November 10 2021,"Wednesday, 2021-11-10",10-Nov-21
11/11/2021,4649.27,35921.23,November 11 2021,"Thursday, 2021-11-11",11-Nov-21
11/12/2021,4682.85,36100.31,November 12 2021,"Friday, 2021-11-12",12-Nov-21
11/15/2021,4682.8,36087.45,November 15 2021,"Monday, 2021-11-15",15-Nov-21
11/16/2021,4700.9,36142.22,November 16 2021,"Tuesday, 2021-11-16",16-Nov-21
11/17/2021,4688.67,35931.05,November 17 2021,"Wednesday, 2021-11-17",17-Nov-21
11/18/2021,4704.54,35870.95,November 18 2021,"Thursday, 2021-11-18",18-Nov-21
11/19/2021,4697.96,35601.98,November 19 2021,"Friday, 2021-11-19",19-Nov-21
11/22/2021,4682.94,35619.25,November 22 2021,"Monday, 2021-11-22",22-Nov-21
11/23/2021,4690.7,35813.8,November 23 2021,"Tuesday, 2021-11-23",23-Nov-21
11/24/2021,4701.46,35804.38,November 24 2021,"Wednesday, 2021-11-24",24-Nov-21
11/25/2021,,,November 25 2021,"Thursday, 2021-11-25",25-Nov-21
11/26/2021,4594.62,34899.34,November 26 2021,"Friday, 2021-11-26",26-Nov-21
11/29/2021,4655.27,35135.94,November 29 2021,"Monday, 2021-11-29",29-Nov-21
11/30/2021,4567,34483.72,November 30 2021,"Tuesday, 2021-11-30",30-Nov-21
12/1/2021,4513.04,34022.04,December 01 2021,"Wednesday, 2021-12-01",1-Dec-21
12/2/2021,4577.1,34639.79,December 02 2021,"Thursday, 2021-12-02",2-Dec-21
12/3/2021,4538.43,34580.08,December 03 2021,"Friday, 2021-12-03",3-Dec-21
12/6/2021,4591.67,35227.03,December 06 2021,"Monday, 2021-12-06",6-Dec-21
12/7/2021,4686.75,35719.43,December 07 2021,"Tuesday, 2021-12-07",7-Dec-21
12/8/2021,4701.21,35754.75,December 08 2021,"Wednesday, 2021-12-08",8-Dec-21
12/9/2021,4667.45,35754.69,December 09 2021,"Thursday, 2021-12-09",9-Dec-21
12/10/2021,4712.02,35970.99,December 10 2021,"Friday, 2021-12-10",10-Dec-21
12/13/2021,4668.97,35650.95,December 13 2021,"Monday, 2021-12-13",13-Dec-21
12/14/2021,4634.09,35544.18,December 14 2021,"Tuesday, 2021-12-14",14-Dec-21
12/15/2021,4709.85,35927.43,December 15 2021,"Wednesday, 2021-12-15",15-Dec-21
12/16/2021,4668.67,35897.64,December 16 2021,"Thursday, 2021-12-16",16-Dec-21
12/17/2021,4620.64,35365.44,December 17 2021,"Friday, 2021-12-17",17-Dec-21
12/20/2021,4568.02,34932.16,December 20 2021,"Monday, 2021-12-20",20-Dec-21
12/21/2021,4649.23,35492.7,December 21 2021,"Tuesday, 2021-12-21",21-Dec-21
12/22/2021,4696.56,35753.89,December 22 2021,"Wednesday, 2021-12-22",22-Dec-21
12/23/2021,4725.79,35950.56,December 23 2021,"Thursday, 2021-12-23",23-Dec-21
12/24/2021,,,December 24 2021,"Friday, 2021-12-24",24-Dec-21
12/27/2021,4791.19,36302.38,December 27 2021,"Monday, 2021-12-27",27-Dec-21
12/28/2021,4786.35,36398.21,December 28 2021,"Tuesday, 2021-12-28",28-Dec-21
12/29/2021,4793.06,36488.63,December 29 2021,"Wednesday, 2021-12-29",29-Dec-21
12/30/2021,4778.73,36398.08,December 30 2021,"Thursday, 2021-12-30",30-Dec-21
12/31/2021,4766.18,36338.3,December 31 2021,"Friday, 2021-12-31",31-Dec-21
1/3/2022,4796.56,36585.06,January 03 2022,"Monday, 2022-01-03",3-Jan-22
1/4/2022,4793.54,36799.65,January 04 2022,"Tuesday, 2022-01-04",4-Jan-22
1/5/2022,4700.58,36407.11,January 05 2022,"Wednesday, 2022-01-05",5-Jan-22
1/6/2022,4696.05,36236.47,January 06 2022,"Thursday, 2022-01-06",6-Jan-22
1/7/2022,4677.03,36231.66,January 07 2022,"Friday, 2022-01-07",7-Jan-22
1/10/2022,4670.29,36068.87,January 10 2022,"Monday, 2022-01-10",10-Jan-22
1/11/2022,4713.07,36252.02,January 11 2022,"Tuesday, 2022-01-11",11-Jan-22
1/12/2022,4726.35,36290.32,January 12 2022,"Wednesday, 2022-01-12",12-Jan-22
1/13/2022,4659.03,36113.62,January 13 2022,"Thursday, 2022-01-13",13-Jan-22
1/14/2022,4662.85,35911.81,January 14 2022,"Friday, 2022-01-14",14-Jan-22
1/17/2022,,,January 17 2022,"Monday, 2022-01-17",17-Jan-22
1/18/2022,4577.11,35368.47,January 18 2022,"Tuesday, 2022-01-18",18-Jan-22
1/19/2022,4532.76,35028.65,January 19 2022,"Wednesday, 2022-01-19",19-Jan-22
1/20/2022,4482.73,34715.39,January 20 2022,"Thursday, 2022-01-20",20-Jan-22
1/21/2022,4397.94,34265.37,January 21 2022,"Friday, 2022-01-21",21-Jan-22
1/24/2022,4410.13,34364.5,January 24 2022,"Monday, 2022-01-24",24-Jan-22
1/25/2022,4356.45,34297.73,January 25 2022,"Tuesday, 2022-01-25",25-Jan-22
1/26/2022,4349.93,34168.09,January 26 2022,"Wednesday, 2022-01-26",26-Jan-22
1/27/2022,4326.51,34160.78,January 27 2022,"Thursday, 2022-01-27",27-Jan-22
1/28/2022,4431.85,34725.47,January 28 2022,"Friday, 2022-01-28",28-Jan-22
1/31/2022,4515.55,35131.86,January 31 2022,"Monday, 2022-01-31",31-Jan-22
2/1/2022,4546.54,35405.24,February 01 2022,"Tuesday, 2022-02-01",1-Feb-22
2/2/2022,4589.38,35629.33,February 02 2022,"Wednesday, 2022-02-02",2-Feb-22
2/3/2022,4477.44,35111.16,February 03 2022,"Thursday, 2022-02-03",3-Feb-22
2/4/2022,4500.53,35089.74,February 04 2022,"Friday, 2022-02-04",4-Feb-22
2/7/2022,4483.87,35091.13,February 07 2022,"Monday, 2022-02-07",7-Feb-22
2/8/2022,4521.54,35462.78,February 08 2022,"Tuesday, 2022-02-08",8-Feb-22
2/9/2022,4587.18,35768.06,February 09 2022,"Wednesday, 2022-02-09",9-Feb-22
2/10/2022,4504.08,35241.59,February 10 2022,"Thursday, 2022-02-10",10-Feb-22
2/11/2022,4418.64,34738.06,February 11 2022,"Friday, 2022-02-11",11-Feb-22
2/14/2022,4401.67,34566.17,February 14 2022,"Monday, 2022-02-14",14-Feb-22
2/15/2022,4471.07,34988.84,February 15 2022,"Tuesday, 2022-02-15",15-Feb-22
2/16/2022,4475.01,34934.27,February 16 2022,"Wednesday, 2022-02-16",16-Feb-22
2/17/2022,4380.26,34312.03,February 17 2022,"Thursday, 2022-02-17",17-Feb-22
2/18/2022,4348.87,34079.18,February 18 2022,"Friday, 2022-02-18",18-Feb-22
2/21/2022,,,February 21 2022,"Monday, 2022-02-21",21-Feb-22
2/22/2022,4304.76,33596.61,February 22 2022,"Tuesday, 2022-02-22",22-Feb-22
2/23/2022,4225.5,33131.76,February 23 2022,"Wednesday, 2022-02-23",23-Feb-22
2/24/2022,4288.7,33223.83,February 24 2022,"Thursday, 2022-02-24",24-Feb-22
2/25/2022,4384.65,34058.75,February 25 2022,"Friday, 2022-02-25",25-Feb-22
2/28/2022,4373.94,33892.6,February 28 2022,"Monday, 2022-02-28",28-Feb-22
3/1/2022,4306.26,33294.95,March 01 2022,"Tuesday, 2022-03-01",1-Mar-22
3/2/2022,4386.54,33891.35,March 02 2022,"Wednesday, 2022-03-02",2-Mar-22
3/3/2022,4363.49,33794.66,March 03 2022,"Thursday, 2022-03-03",3-Mar-22
3/4/2022,4328.87,33614.8,March 04 2022,"Friday, 2022-03-04",4-Mar-22
3/7/2022,4201.09,32817.38,March 07 2022,"Monday, 2022-03-07",7-Mar-22
3/8/2022,4170.7,32632.64,March 08 2022,"Tuesday, 2022-03-08",8-Mar-22
3/9/2022,4277.88,33286.25,March 09 2022,"Wednesday, 2022-03-09",9-Mar-22
3/10/2022,4259.52,33174.07,March 10 2022,"Thursday, 2022-03-10",10-Mar-22
3/11/2022,4204.31,32944.19,March 11 2022,"Friday, 2022-03-11",11-Mar-22
3/14/2022,4173.11,32945.24,March 14 2022,"Monday, 2022-03-14",14-Mar-22
3/15/2022,4262.45,33544.34,March 15 2022,"Tuesday, 2022-03-15",15-Mar-22
3/16/2022,4357.86,34063.1,March 16 2022,"Wednesday, 2022-03-16",16-Mar-22
3/17/2022,4411.67,34480.76,March 17 2022,"Thursday, 2022-03-17",17-Mar-22
3/18/2022,4463.12,34754.93,March 18 2022,"Friday, 2022-03-18",18-Mar-22
3/21/2022,4461.18,34552.99,March 21 2022,"Monday, 2022-03-21",21-Mar-22
3/22/2022,4511.61,34807.46,March 22 2022,"Tuesday, 2022-03-22",22-Mar-22
3/23/2022,4456.24,34358.5,March 23 2022,"Wednesday, 2022-03-23",23-Mar-22
3/24/2022,4520.16,34707.94,March 24 2022,"Thursday, 2022-03-24",24-Mar-22
3/25/2022,4543.06,34861.24,March 25 2022,"Friday, 2022-03-25",25-Mar-22
3/28/2022,4575.52,34955.89,March 28 2022,"Monday, 2022-03-28",28-Mar-22
3/29/2022,4631.6,35294.19,March 29 2022,"Tuesday, 2022-03-29",29-Mar-22
3/30/2022,4602.45,35228.81,March 30 2022,"Wednesday, 2022-03-30",30-Mar-22
3/31/2022,4530.41,34678.35,March 31 2022,"Thursday, 2022-03-31",31-Mar-22
4/1/2022,4545.86,34818.27,April 01 2022,"Friday, 2022-04-01",1-Apr-22
4/4/2022,4582.64,34921.88,April 04 2022,"Monday, 2022-04-04",4-Apr-22
4/5/2022,4525.12,34641.18,April 05 2022,"Tuesday, 2022-04-05",5-Apr-22
4/6/2022,4481.15,34496.51,April 06 2022,"Wednesday, 2022-04-06",6-Apr-22
4/7/2022,4500.21,34583.57,April 07 2022,"Thursday, 2022-04-07",7-Apr-22
4/8/2022,4488.28,34721.12,April 08 2022,"Friday, 2022-04-08",8-Apr-22
4/11/2022,4412.53,34308.08,April 11 2022,"Monday, 2022-04-11",11-Apr-22
4/12/2022,4397.45,34220.36,April 12 2022,"Tuesday, 2022-04-12",12-Apr-22
4/13/2022,4446.59,34564.59,April 13 2022,"Wednesday, 2022-04-13",13-Apr-22
4/14/2022,4392.59,34451.23,April 14 2022,"Thursday, 2022-04-14",14-Apr-22
4/15/2022,,,April 15 2022,"Friday, 2022-04-15",15-Apr-22
4/18/2022,4391.69,34411.69,April 18 2022,"Monday, 2022-04-18",18-Apr-22
4/19/2022,4462.21,34911.2,April 19 2022,"Tuesday, 2022-04-19",19-Apr-22
4/20/2022,4459.45,35160.79,April 20 2022,"Wednesday, 2022-04-20",20-Apr-22
4/21/2022,4393.66,34792.76,April 21 2022,"Thursday, 2022-04-21",21-Apr-22
4/22/2022,4271.78,33811.4,April 22 2022,"Friday, 2022-04-22",22-Apr-22
4/25/2022,4296.12,34049.46,April 25 2022,"Monday, 2022-04-25",25-Apr-22
4/26/2022,4175.2,33240.18,April 26 2022,"Tuesday, 2022-04-26",26-Apr-22
4/27/2022,4183.96,33301.93,April 27 2022,"Wednesday, 2022-04-27",27-Apr-22
4/28/2022,4287.5,33916.39,April 28 2022,"Thursday, 2022-04-28",28-Apr-22
4/29/2022,4131.93,32977.21,April 29 2022,"Friday, 2022-04-29",29-Apr-22
5/2/2022,4155.38,33061.5,May 02 2022,"Monday, 2022-05-02",2-May-22
5/3/2022,4175.48,33128.79,May 03 2022,"Tuesday, 2022-05-03",3-May-22
5/4/2022,4300.17,34061.06,May 04 2022,"Wednesday, 2022-05-04",4-May-22
5/5/2022,4146.87,32997.97,May 05 2022,"Thursday, 2022-05-05",5-May-22
5/6/2022,4123.34,32899.37,May 06 2022,"Friday, 2022-05-06",6-May-22
5/9/2022,3991.24,32245.7,May 09 2022,"Monday, 2022-05-09",9-May-22
5/10/2022,4001.05,32160.74,May 10 2022,"Tuesday, 2022-05-10",10-May-22
5/11/2022,3935.18,31834.11,May 11 2022,"Wednesday, 2022-05-11",11-May-22
5/12/2022,3930.08,31730.3,May 12 2022,"Thursday, 2022-05-12",12-May-22
5/13/2022,4023.89,32196.66,May 13 2022,"Friday, 2022-05-13",13-May-22
5/16/2022,4008.01,32223.42,May 16 2022,"Monday, 2022-05-16",16-May-22
5/17/2022,4088.85,32654.59,May 17 2022,"Tuesday, 2022-05-17",17-May-22
5/18/2022,3923.68,31490.07,May 18 2022,"Wednesday, 2022-05-18",18-May-22
5/19/2022,3900.79,31253.13,May 19 2022,"Thursday, 2022-05-19",19-May-22
5/20/2022,3901.36,31261.9,May 20 2022,"Friday, 2022-05-20",20-May-22
5/23/2022,3973.75,31880.24,May 23 2022,"Monday, 2022-05-23",23-May-22
5/24/2022,3941.48,31928.62,May 24 2022,"Tuesday, 2022-05-24",24-May-22
5/25/2022,3978.73,32120.28,May 25 2022,"Wednesday, 2022-05-25",25-May-22
5/26/2022,4057.84,32637.19,May 26 2022,"Thursday, 2022-05-26",26-May-22
5/27/2022,4158.24,33212.96,May 27 2022,"Friday, 2022-05-27",27-May-22
5/30/2022,,,May 30 2022,"Monday, 2022-05-30",30-May-22
5/31/2022,4132.15,32990.12,May 31 2022,"Tuesday, 2022-05-31",31-May-22
6/1/2022,4101.23,32813.23,June 01 2022,"Wednesday, 2022-06-01",1-Jun-22
6/2/2022,4176.82,33248.28,June 02 2022,"Thursday, 2022-06-02",2-Jun-22
6/3/2022,4108.54,32899.7,June 03 2022,"Friday, 2022-06-03",3-Jun-22
6/6/2022,4121.43,32915.78,June 06 2022,"Monday, 2022-06-06",6-Jun-22
6/7/2022,4160.68,33180.14,June 07 2022,"Tuesday, 2022-06-07",7-Jun-22
6/8/2022,4115.77,32910.9,June 08 2022,"Wednesday, 2022-06-08",8-Jun-22
6/9/2022,4017.82,32272.79,June 09 2022,"Thursday, 2022-06-09",9-Jun-22
6/10/2022,3900.86,31392.79,June 10 2022,"Friday, 2022-06-10",10-Jun-22
6/13/2022,3749.63,30516.74,June 13 2022,"Monday, 2022-06-13",13-Jun-22
6/14/2022,3735.48,30364.83,June 14 2022,"Tuesday, 2022-06-14",14-Jun-22
6/15/2022,3789.99,30668.53,June 15 2022,"Wednesday, 2022-06-15",15-Jun-22
6/16/2022,3666.77,29927.07,June 16 2022,"Thursday, 2022-06-16",16-Jun-22
6/17/2022,3674.84,29888.78,June 17 2022,"Friday, 2022-06-17",17-Jun-22
6/20/2022,,,June 20 2022,"Monday, 2022-06-20",20-Jun-22
6/21/2022,3764.79,30530.25,June 21 2022,"Tuesday, 2022-06-21",21-Jun-22
6/22/2022,3759.89,30483.13,June 22 2022,"Wednesday, 2022-06-22",22-Jun-22
6/23/2022,3795.73,30677.36,June 23 2022,"Thursday, 2022-06-23",23-Jun-22
6/24/2022,3911.74,31500.68,June 24 2022,"Friday, 2022-06-24",24-Jun-22
6/27/2022,3900.11,31438.26,June 27 2022,"Monday, 2022-06-27",27-Jun-22
6/28/2022,3821.55,30946.99,June 28 2022,"Tuesday, 2022-06-28",28-Jun-22
6/29/2022,3818.83,31029.31,June 29 2022,"Wednesday, 2022-06-29",29-Jun-22
6/30/2022,3785.38,30775.43,June 30 2022,"Thursday, 2022-06-30",30-Jun-22
7/1/2022,3825.33,31097.26,July 01 2022,"Friday, 2022-07-01",1-Jul-22
7/4/2022,,,July 04 2022,"Monday, 2022-07-04",4-Jul-22
7/5/2022,3831.39,30967.82,July 05 2022,"Tuesday, 2022-07-05",5-Jul-22
7/6/2022,3845.08,31037.68,July 06 2022,"Wednesday, 2022-07-06",6-Jul-22
7/7/2022,3902.62,31384.55,July 07 2022,"Thursday, 2022-07-07",7-Jul-22
7/8/2022,3899.38,31338.15,July 08 2022,"Friday, 2022-07-08",8-Jul-22
7/11/2022,3854.43,31173.84,July 11 2022,"Monday, 2022-07-11",11-Jul-22
7/12/2022,3818.8,30981.33,July 12 2022,"Tuesday, 2022-07-12",12-Jul-22
7/13/2022,3801.78,30772.79,July 13 2022,"Wednesday, 2022-07-13",13-Jul-22
7/14/2022,3790.38,30630.17,July 14 2022,"Thursday, 2022-07-14",14-Jul-22
7/15/2022,3863.16,31288.26,July 15 2022,"Friday, 2022-07-15",15-Jul-22
7/18/2022,3830.85,31072.61,July 18 2022,"Monday, 2022-07-18",18-Jul-22
7/19/2022,3936.69,31827.05,July 19 2022,"Tuesday, 2022-07-19",19-Jul-22
7/20/2022,3959.9,31874.84,July 20 2022,"Wednesday, 2022-07-20",20-Jul-22
7/21/2022,3998.95,32036.9,July 21 2022,"Thursday, 2022-07-21",21-Jul-22
7/22/2022,3961.63,31899.29,July 22 2022,"Friday, 2022-07-22",22-Jul-22
7/25/2022,3966.84,31990.04,July 25 2022,"Monday, 2022-07-25",25-Jul-22
7/26/2022,3921.05,31761.54,July 26 2022,"Tuesday, 2022-07-26",26-Jul-22
7/27/2022,4023.61,32197.59,July 27 2022,"Wednesday, 2022-07-27",27-Jul-22
7/28/2022,4072.43,32529.63,July 28 2022,"Thursday, 2022-07-28",28-Jul-22
7/29/2022,4130.29,32845.13,July 29 2022,"Friday, 2022-07-29",29-Jul-22
8/1/2022,4118.63,32798.4,August 01 2022,"Monday, 2022-08-01",1-Aug-22
8/2/2022,4091.19,32396.17,August 02 2022,"Tuesday, 2022-08-02",2-Aug-22
8/3/2022,4155.17,32812.5,August 03 2022,"Wednesday, 2022-08-03",3-Aug-22
8/4/2022,4151.94,32726.82,August 04 2022,"Thursday, 2022-08-04",4-Aug-22
8/5/2022,4145.19,32803.47,August 05 2022,"Friday, 2022-08-05",5-Aug-22
8/8/2022,4140.06,32832.54,August 08 2022,"Monday, 2022-08-08",8-Aug-22
8/9/2022,4122.47,32774.41,August 09 2022,"Tuesday, 2022-08-09",9-Aug-22
8/10/2022,4210.24,33309.51,August 10 2022,"Wednesday, 2022-08-10",10-Aug-22
8/11/2022,4207.27,33336.67,August 11 2022,"Thursday, 2022-08-11",11-Aug-22
8/12/2022,4280.15,33761.05,August 12 2022,"Friday, 2022-08-12",12-Aug-22
8/15/2022,4297.14,33912.44,August 15 2022,"Monday, 2022-08-15",15-Aug-22
8/16/2022,4305.2,34152.01,August 16 2022,"Tuesday, 2022-08-16",16-Aug-22
8/17/2022,4274.04,33980.32,August 17 2022,"Wednesday, 2022-08-17",17-Aug-22
8/18/2022,4283.74,33999.04,August 18 2022,"Thursday, 2022-08-18",18-Aug-22
8/19/2022,4228.48,33706.74,August 19 2022,"Friday, 2022-08-19",19-Aug-22
8/22/2022,4137.99,33063.61,August 22 2022,"Monday, 2022-08-22",22-Aug-22
8/23/2022,4128.73,32909.59,August 23 2022,"Tuesday, 2022-08-23",23-Aug-22
8/24/2022,4140.77,32969.23,August 24 2022,"Wednesday, 2022-08-24",24-Aug-22
8/25/2022,4199.12,33291.78,August 25 2022,"Thursday, 2022-08-25",25-Aug-22
8/26/2022,4057.66,32283.4,August 26 2022,"Friday, 2022-08-26",26-Aug-22
8/29/2022,4030.61,32098.99,August 29 2022,"Monday, 2022-08-29",29-Aug-22
8/30/2022,3986.16,31790.87,August 30 2022,"Tuesday, 2022-08-30",30-Aug-22
8/31/2022,3955,31510.43,August 31 2022,"Wednesday, 2022-08-31",31-Aug-22
9/1/2022,3966.85,31656.42,September 01 2022,"Thursday, 2022-09-01",1-Sep-22
9/2/2022,3924.26,31318.44,September 02 2022,"Friday, 2022-09-02",2-Sep-22
9/5/2022,,,September 05 2022,"Monday, 2022-09-05",5-Sep-22
9/6/2022,3908.19,31145.3,September 06 2022,"Tuesday, 2022-09-06",6-Sep-22
9/7/2022,3979.87,31581.28,September 07 2022,"Wednesday, 2022-09-07",7-Sep-22
9/8/2022,4006.18,31774.52,September 08 2022,"Thursday, 2022-09-08",8-Sep-22
9/9/2022,4067.36,32151.71,September 09 2022,"Friday, 2022-09-09",9-Sep-22
9/12/2022,4110.41,32381.34,September 12 2022,"Monday, 2022-09-12",12-Sep-22
9/13/2022,3932.69,31104.97,September 13 2022,"Tuesday, 2022-09-13",13-Sep-22
9/14/2022,3946.01,31135.09,September 14 2022,"Wednesday, 2022-09-14",14-Sep-22
9/15/2022,3901.35,30961.82,September 15 2022,"Thursday, 2022-09-15",15-Sep-22
9/16/2022,3873.33,30822.42,September 16 2022,"Friday, 2022-09-16",16-Sep-22
9/19/2022,3899.89,31019.68,September 19 2022,"Monday, 2022-09-19",19-Sep-22
9/20/2022,3855.93,30706.23,September 20 2022,"Tuesday, 2022-09-20",20-Sep-22
9/21/2022,3789.93,30183.78,September 21 2022,"Wednesday, 2022-09-21",21-Sep-22
9/22/2022,3757.99,30076.68,September 22 2022,"Thursday, 2022-09-22",22-Sep-22
9/23/2022,3693.23,29590.41,September 23 2022,"Friday, 2022-09-23",23-Sep-22
9/26/2022,3655.04,29260.81,September 26 2022,"Monday, 2022-09-26",26-Sep-22
9/27/2022,3647.29,29134.99,September 27 2022,"Tuesday, 2022-09-27",27-Sep-22
9/28/2022,3719.04,29683.74,September 28 2022,"Wednesday, 2022-09-28",28-Sep-22
9/29/2022,3640.47,29225.61,September 29 2022,"Thursday, 2022-09-29",29-Sep-22
9/30/2022,3585.62,28725.51,September 30 2022,"Friday, 2022-09-30",30-Sep-22
10/3/2022,3678.43,29490.89,October 03 2022,"Monday, 2022-10-03",3-Oct-22
10/4/2022,3790.93,30316.32,October 04 2022,"Tuesday, 2022-10-04",4-Oct-22
10/5/2022,3783.28,30273.87,October 05 2022,"Wednesday, 2022-10-05",5-Oct-22
10/6/2022,3744.52,29926.94,October 06 2022,"Thursday, 2022-10-06",6-Oct-22
10/7/2022,3639.66,29296.79,October 07 2022,"Friday, 2022-10-07",7-Oct-22
10/10/2022,3612.39,29202.88,October 10 2022,"Monday, 2022-10-10",10-Oct-22
10/11/2022,3588.84,29239.19,October 11 2022,"Tuesday, 2022-10-11",11-Oct-22
10/12/2022,3577.03,29210.85,October 12 2022,"Wednesday, 2022-10-12",12-Oct-22
10/13/2022,3669.91,30038.72,October 13 2022,"Thursday, 2022-10-13",13-Oct-22
10/14/2022,3583.07,29634.83,October 14 2022,"Friday, 2022-10-14",14-Oct-22
10/17/2022,3677.95,30185.82,October 17 2022,"Monday, 2022-10-17",17-Oct-22
10/18/2022,3719.98,30523.8,October 18 2022,"Tuesday, 2022-10-18",18-Oct-22
10/19/2022,3695.16,30423.81,October 19 2022,"Wednesday, 2022-10-19",19-Oct-22
10/20/2022,3665.78,30333.59,October 20 2022,"Thursday, 2022-10-20",20-Oct-22
10/21/2022,3752.75,31082.56,October 21 2022,"Friday, 2022-10-21",21-Oct-22
10/24/2022,3797.34,31499.62,October 24 2022,"Monday, 2022-10-24",24-Oct-22
10/25/2022,3859.11,31836.74,October 25 2022,"Tuesday, 2022-10-25",25-Oct-22
10/26/2022,3830.6,31839.11,October 26 2022,"Wednesday, 2022-10-26",26-Oct-22
10/27/2022,3807.3,32033.28,October 27 2022,"Thursday, 2022-10-27",27-Oct-22
10/28/2022,3901.06,32861.8,October 28 2022,"Friday, 2022-10-28",28-Oct-22
10/31/2022,3871.98,32732.95,October 31 2022,"Monday, 2022-10-31",31-Oct-22
11/1/2022,3856.1,32653.2,November 01 2022,"Tuesday, 2022-11-01",1-Nov-22
11/2/2022,3759.69,32147.76,November 02 2022,"Wednesday, 2022-11-02",2-Nov-22
11/3/2022,3719.89,32001.25,November 03 2022,"Thursday, 2022-11-03",3-Nov-22
11/4/2022,3770.55,32403.22,November 04 2022,"Friday, 2022-11-04",4-Nov-22
11/7/2022,3806.8,32827,November 07 2022,"Monday, 2022-11-07",7-Nov-22
11/8/2022,3828.11,33160.83,November 08 2022,"Tuesday, 2022-11-08",8-Nov-22
11/9/2022,3748.57,32513.94,November 09 2022,"Wednesday, 2022-11-09",9-Nov-22
11/10/2022,3956.37,33715.37,November 10 2022,"Thursday, 2022-11-10",10-Nov-22
11/11/2022,3992.93,33747.86,November 11 2022,"Friday, 2022-11-11",11-Nov-22
11/14/2022,3957.25,33536.7,November 14 2022,"Monday, 2022-11-14",14-Nov-22
11/15/2022,3991.73,33592.92,November 15 2022,"Tuesday, 2022-11-15",15-Nov-22
11/16/2022,3958.79,33553.83,November 16 2022,"Wednesday, 2022-11-16",16-Nov-22
11/17/2022,3946.56,33546.32,November 17 2022,"Thursday, 2022-11-17",17-Nov-22
11/18/2022,3965.34,33745.69,November 18 2022,"Friday, 2022-11-18",18-Nov-22
11/21/2022,3949.94,33700.28,November 21 2022,"Monday, 2022-11-21",21-Nov-22
11/22/2022,4003.58,34098.1,November 22 2022,"Tuesday, 2022-11-22",22-Nov-22
11/23/2022,4027.26,34194.06,November 23 2022,"Wednesday, 2022-11-23",23-Nov-22
11/24/2022,,,November 24 2022,"Thursday, 2022-11-24",24-Nov-22
11/25/2022,4026.12,34347.03,November 25 2022,"Friday, 2022-11-25",25-Nov-22
11/28/2022,3963.94,33849.46,November 28 2022,"Monday, 2022-11-28",28-Nov-22
11/29/2022,3957.63,33852.53,November 29 2022,"Tuesday, 2022-11-29",29-Nov-22
11/30/2022,4080.11,34589.77,November 30 2022,"Wednesday, 2022-11-30",30-Nov-22
12/1/2022,4076.57,34395.01,December 01 2022,"Thursday, 2022-12-01",1-Dec-22
12/2/2022,4071.7,34429.88,December 02 2022,"Friday, 2022-12-02",2-Dec-22
12/5/2022,3998.84,33947.1,December 05 2022,"Monday, 2022-12-05",5-Dec-22
12/6/2022,3941.26,33596.34,December 06 2022,"Tuesday, 2022-12-06",6-Dec-22
12/7/2022,3933.92,33597.92,December 07 2022,"Wednesday, 2022-12-07",7-Dec-22
12/8/2022,3963.51,33781.48,December 08 2022,"Thursday, 2022-12-08",8-Dec-22
12/9/2022,3934.38,33476.46,December 09 2022,"Friday, 2022-12-09",9-Dec-22
12/12/2022,3990.56,34005.04,December 12 2022,"Monday, 2022-12-12",12-Dec-22
12/13/2022,4019.65,34108.64,December 13 2022,"Tuesday, 2022-12-13",13-Dec-22
