date_string,usd_to_rmb,usd_to_jpy
"2013, Wednesday, Jun 05",6.1276,99.16
"2013, Thursday, Jun 06",6.1359,97.76
"2013, Friday, Jun 07",6.1333,97.2
"2013, Monday, Jun 10",6.1333,98.88
"2013, Tuesday, Jun 11",6.1333,96.82
"2013, Wednesday, Jun 12",6.1333,95.36
"2013, Thursday, Jun 13",6.1341,94.29
"2013, Friday, Jun 14",6.1306,94.34
"2013, Monday, Jun 17",6.1248,94.87
"2013, Tuesday, Jun 18",6.1283,95.2
"2013, Wednesday, Jun 19",6.1264,95.22
"2013, Thursday, Jun 20",6.1277,98.18
"2013, Friday, Jun 21",6.1328,97.48
"2013, Monday, Jun 24",6.1441,97.7
"2013, Tuesday, Jun 25",6.1448,97.87
"2013, Wednesday, Jun 26",6.1468,97.43
"2013, Thursday, Jun 27",6.1488,98.4
"2013, Friday, Jun 28",6.1374,99.21
"2013, Monday, Jul 01",6.1325,99.62
"2013, Tuesday, Jul 02",6.1327,100.43
"2013, Wednesday, Jul 03",6.1301,99.82
"2013, Thursday, Jul 04",,
"2013, Friday, Jul 05",6.1324,100.94
"2013, Monday, Jul 08",6.1337,101.07
"2013, Tuesday, Jul 09",6.1293,101.08
"2013, Wednesday, Jul 10",6.1336,100.1
"2013, Thursday, Jul 11",6.135,98.8
"2013, Friday, Jul 12",6.1373,99.39
"2013, Monday, Jul 15",6.1373,100.04
"2013, Tuesday, Jul 16",6.1345,99.37
"2013, Wednesday, Jul 17",6.1351,99.7
"2013, Thursday, Jul 18",6.1408,100.6
"2013, Friday, Jul 19",6.1377,100.3
"2013, Monday, Jul 22",6.1404,99.6
"2013, Tuesday, Jul 23",6.1369,99.76
"2013, Wednesday, Jul 24",6.1358,100.21
"2013, Thursday, Jul 25",6.1346,99.56
"2013, Friday, Jul 26",6.1316,98.24
"2013, Monday, Jul 29",6.1323,97.8
"2013, Tuesday, Jul 30",6.1315,98.02
"2013, Wednesday, Jul 31",6.1284,98.35
"2013, Thursday, Aug 01",6.1302,99.3
"2013, Friday, Aug 02",6.1293,99.04
"2013, Monday, Aug 05",6.1245,98.54
"2013, Tuesday, Aug 06",6.1215,97.85
"2013, Wednesday, Aug 07",6.119,96.72
"2013, Thursday, Aug 08",6.1207,96.03
"2013, Friday, Aug 09",6.1217,96.24
"2013, Monday, Aug 12",6.1218,96.44
"2013, Tuesday, Aug 13",6.1217,98.06
"2013, Wednesday, Aug 14",6.1191,98.15
"2013, Thursday, Aug 15",6.1123,97.81
"2013, Friday, Aug 16",6.1145,97.6
"2013, Monday, Aug 19",6.1227,97.94
"2013, Tuesday, Aug 20",6.1241,97.12
"2013, Wednesday, Aug 21",6.1229,97.66
"2013, Thursday, Aug 22",6.1206,98.53
"2013, Friday, Aug 23",6.12,98.57
"2013, Monday, Aug 26",6.1202,98.64
"2013, Tuesday, Aug 27",6.1212,97.3
"2013, Wednesday, Aug 28",6.1202,97.65
"2013, Thursday, Aug 29",6.1203,98.46
"2013, Friday, Aug 30",6.1193,98.22
"2013, Monday, Sep 02",,
"2013, Tuesday, Sep 03",6.1204,99.43
"2013, Wednesday, Sep 04",6.1199,99.61
"2013, Thursday, Sep 05",6.1194,100.08
"2013, Friday, Sep 06",6.1202,99.04
"2013, Monday, Sep 09",6.1209,99.55
"2013, Tuesday, Sep 10",6.1195,100.22
"2013, Wednesday, Sep 11",6.1183,100.08
"2013, Thursday, Sep 12",6.1178,99.24
"2013, Friday, Sep 13",6.1186,99.38
"2013, Monday, Sep 16",6.1198,98.98
"2013, Tuesday, Sep 17",6.1213,99.16
"2013, Wednesday, Sep 18",6.121,99.04
"2013, Thursday, Sep 19",6.121,99.33
"2013, Friday, Sep 20",6.121,99.38
"2013, Monday, Sep 23",6.1201,98.76
"2013, Tuesday, Sep 24",6.1208,98.76
"2013, Wednesday, Sep 25",6.119,98.62
"2013, Thursday, Sep 26",6.1194,98.95
"2013, Friday, Sep 27",6.1179,98.3
"2013, Monday, Sep 30",6.12,98.29
"2013, Tuesday, Oct 01",6.12,98.05
"2013, Wednesday, Oct 02",6.12,97.36
"2013, Thursday, Oct 03",6.12,97.08
"2013, Friday, Oct 04",6.12,97.2
"2013, Monday, Oct 07",6.12,97.02
"2013, Tuesday, Oct 08",6.1206,96.94
"2013, Wednesday, Oct 09",6.1209,97.23
"2013, Thursday, Oct 10",6.1156,98.09
"2013, Friday, Oct 11",6.1204,98.42
"2013, Monday, Oct 14",,
"2013, Tuesday, Oct 15",6.1026,98.58
"2013, Wednesday, Oct 16",6.0996,98.9
"2013, Thursday, Oct 17",6.098,97.85
"2013, Friday, Oct 18",6.0966,97.77
"2013, Monday, Oct 21",6.0924,98.14
"2013, Tuesday, Oct 22",6.0925,98.18
"2013, Wednesday, Oct 23",6.0833,97.28
"2013, Thursday, Oct 24",6.0815,97.36
"2013, Friday, Oct 25",6.0838,97.46
"2013, Monday, Oct 28",6.0853,97.7
"2013, Tuesday, Oct 29",6.0897,98.09
"2013, Wednesday, Oct 30",6.0936,98.14
"2013, Thursday, Oct 31",6.0943,98.1
"2013, Friday, Nov 01",6.0993,98.78
"2013, Monday, Nov 04",6.098,98.62
"2013, Tuesday, Nov 05",6.0966,98.6
"2013, Wednesday, Nov 06",6.0925,98.6
"2013, Thursday, Nov 07",6.0906,98.56
"2013, Friday, Nov 08",6.0903,99.03
"2013, Monday, Nov 11",,
"2013, Tuesday, Nov 12",6.0917,99.65
"2013, Wednesday, Nov 13",6.0926,99.31
"2013, Thursday, Nov 14",6.092,99.93
"2013, Friday, Nov 15",6.092,100.17
"2013, Monday, Nov 18",6.0918,100.04
"2013, Tuesday, Nov 19",6.0924,100.14
"2013, Wednesday, Nov 20",6.0925,100.02
"2013, Thursday, Nov 21",6.0914,100.95
"2013, Friday, Nov 22",6.0935,101.29
"2013, Monday, Nov 25",6.0916,101.7
"2013, Tuesday, Nov 26",6.0925,101.38
"2013, Wednesday, Nov 27",6.0922,102.18
"2013, Thursday, Nov 28",,
"2013, Friday, Nov 29",6.0922,102.45
"2013, Monday, Dec 02",6.0927,103.04
"2013, Tuesday, Dec 03",6.0914,102.36
"2013, Wednesday, Dec 04",6.0913,102.48
"2013, Thursday, Dec 05",6.0903,101.82
"2013, Friday, Dec 06",6.0815,102.88
"2013, Monday, Dec 09",6.0643,103.22
"2013, Tuesday, Dec 10",6.0705,102.8
"2013, Wednesday, Dec 11",6.0712,102.38
"2013, Thursday, Dec 12",6.071,103.11
"2013, Friday, Dec 13",6.071,103.28
"2013, Monday, Dec 16",6.0713,102.91
"2013, Tuesday, Dec 17",6.0707,102.63
"2013, Wednesday, Dec 18",6.0713,103.18
"2013, Thursday, Dec 19",6.0711,104.16
"2013, Friday, Dec 20",6.0711,104.07
"2013, Monday, Dec 23",6.0697,104.06
"2013, Tuesday, Dec 24",6.0712,104.26
"2013, Wednesday, Dec 25",,
"2013, Thursday, Dec 26",6.0744,104.72
"2013, Friday, Dec 27",6.0684,105.05
"2013, Monday, Dec 30",6.0617,105.0
"2013, Tuesday, Dec 31",6.0537,105.25
"2014, Wednesday, Jan 01",,
"2014, Thursday, Jan 02",6.0504,104.84
"2014, Friday, Jan 03",6.0505,104.46
"2014, Monday, Jan 06",6.0524,104.38
"2014, Tuesday, Jan 07",6.0507,104.54
"2014, Wednesday, Jan 08",6.051,104.87
"2014, Thursday, Jan 09",6.054,104.74
"2014, Friday, Jan 10",6.0519,104.06
"2014, Monday, Jan 13",6.0432,103.31
"2014, Tuesday, Jan 14",6.0402,103.8
"2014, Wednesday, Jan 15",6.0459,104.42
"2014, Thursday, Jan 16",6.0555,104.32
"2014, Friday, Jan 17",6.05,104.32
"2014, Monday, Jan 20",,
"2014, Tuesday, Jan 21",6.0503,104.14
"2014, Wednesday, Jan 22",6.0508,104.36
"2014, Thursday, Jan 23",6.0515,103.65
"2014, Friday, Jan 24",6.0486,102.41
"2014, Monday, Jan 27",6.0478,102.26
"2014, Tuesday, Jan 28",6.0506,102.8
"2014, Wednesday, Jan 29",6.0554,102.2
"2014, Thursday, Jan 30",6.06,102.83
"2014, Friday, Jan 31",6.059,102.28
"2014, Monday, Feb 03",6.06,101.11
"2014, Tuesday, Feb 04",6.06,101.62
"2014, Wednesday, Feb 05",6.06,101.38
"2014, Thursday, Feb 06",6.06,101.84
"2014, Friday, Feb 07",6.0629,102.32
"2014, Monday, Feb 10",6.0591,102.14
"2014, Tuesday, Feb 11",6.0601,102.63
"2014, Wednesday, Feb 12",6.0614,102.48
"2014, Thursday, Feb 13",6.0631,102.2
"2014, Friday, Feb 14",6.0666,101.82
"2014, Monday, Feb 17",,
"2014, Tuesday, Feb 18",6.0671,102.31
"2014, Wednesday, Feb 19",6.0762,102.3
"2014, Thursday, Feb 20",6.0832,102.32
"2014, Friday, Feb 21",6.0912,102.71
"2014, Monday, Feb 24",6.0982,102.44
"2014, Tuesday, Feb 25",6.1243,102.2
"2014, Wednesday, Feb 26",6.1243,102.36
"2014, Thursday, Feb 27",6.1279,102.12
"2014, Friday, Feb 28",6.1448,102.08
"2014, Monday, Mar 03",6.146,101.36
"2014, Tuesday, Mar 04",6.143,102.18
"2014, Wednesday, Mar 05",6.128,102.32
"2014, Thursday, Mar 06",6.1183,103.03
"2014, Friday, Mar 07",6.1258,103.38
"2014, Monday, Mar 10",6.1383,103.23
"2014, Tuesday, Mar 11",6.1397,103.18
"2014, Wednesday, Mar 12",6.1448,102.74
"2014, Thursday, Mar 13",6.1359,102.12
"2014, Friday, Mar 14",6.15,101.46
"2014, Monday, Mar 17",6.1779,101.62
"2014, Tuesday, Mar 18",6.1918,101.37
"2014, Wednesday, Mar 19",6.1934,101.54
"2014, Thursday, Mar 20",6.2273,102.39
"2014, Friday, Mar 21",6.2248,102.38
"2014, Monday, Mar 24",6.1956,102.21
"2014, Tuesday, Mar 25",6.201,102.32
"2014, Wednesday, Mar 26",6.2084,102.3
"2014, Thursday, Mar 27",6.2123,102.1
"2014, Friday, Mar 28",6.2117,102.92
"2014, Monday, Mar 31",6.2164,102.98
"2014, Tuesday, Apr 01",6.2064,103.52
"2014, Wednesday, Apr 02",6.2054,103.82
"2014, Thursday, Apr 03",6.2102,103.94
"2014, Friday, Apr 04",6.2118,103.39
"2014, Monday, Apr 07",6.2118,103.04
"2014, Tuesday, Apr 08",6.1966,102.12
"2014, Wednesday, Apr 09",6.2003,101.85
"2014, Thursday, Apr 10",6.2123,101.43
"2014, Friday, Apr 11",6.2111,101.56
"2014, Monday, Apr 14",6.2186,101.81
"2014, Tuesday, Apr 15",6.2215,101.6
"2014, Wednesday, Apr 16",6.2204,102.3
"2014, Thursday, Apr 17",6.2188,102.22
"2014, Friday, Apr 18",6.224,102.43
"2014, Monday, Apr 21",6.2269,102.56
"2014, Tuesday, Apr 22",6.2373,102.6
"2014, Wednesday, Apr 23",6.2374,102.26
"2014, Thursday, Apr 24",6.2484,102.34
"2014, Friday, Apr 25",6.2534,102.12
"2014, Monday, Apr 28",6.252,102.46
"2014, Tuesday, Apr 29",6.2578,102.57
"2014, Wednesday, Apr 30",6.2591,102.14
"2014, Thursday, May 01",6.2591,102.3
"2014, Friday, May 02",6.2591,102.34
"2014, Monday, May 05",6.2453,102.06
"2014, Tuesday, May 06",6.2255,101.57
"2014, Wednesday, May 07",6.2349,101.72
"2014, Thursday, May 08",6.2272,101.66
"2014, Friday, May 09",6.227,101.74
"2014, Monday, May 12",6.2364,102.1
"2014, Tuesday, May 13",6.2283,102.2
"2014, Wednesday, May 14",6.2282,101.75
"2014, Thursday, May 15",6.2291,101.44
"2014, Friday, May 16",6.2327,101.5
"2014, Monday, May 19",6.2368,101.26
"2014, Tuesday, May 20",6.2377,101.26
"2014, Wednesday, May 21",6.2335,101.44
"2014, Thursday, May 22",6.2348,101.76
"2014, Friday, May 23",6.2363,101.88
"2014, Monday, May 26",,
"2014, Tuesday, May 27",6.2471,102.14
"2014, Wednesday, May 28",6.2535,101.78
"2014, Thursday, May 29",6.2375,101.58
"2014, Friday, May 30",6.2471,101.77
"2014, Monday, Jun 02",6.2471,102.3
"2014, Tuesday, Jun 03",6.2536,102.42
"2014, Wednesday, Jun 04",6.2494,102.69
"2014, Thursday, Jun 05",6.2548,102.44
"2014, Friday, Jun 06",6.2498,102.5
"2014, Monday, Jun 09",6.2397,102.52
"2014, Tuesday, Jun 10",6.224,102.37
"2014, Wednesday, Jun 11",6.2277,101.94
"2014, Thursday, Jun 12",6.2175,101.83
"2014, Friday, Jun 13",6.209,102.06
"2014, Monday, Jun 16",6.225,101.82
"2014, Tuesday, Jun 17",6.2263,102.18
"2014, Wednesday, Jun 18",6.2309,102.16
"2014, Thursday, Jun 19",6.2287,101.84
"2014, Friday, Jun 20",6.224,102.14
"2014, Monday, Jun 23",6.225,101.9
"2014, Tuesday, Jun 24",6.2308,102.13
"2014, Wednesday, Jun 25",6.2343,101.75
"2014, Thursday, Jun 26",6.2235,101.66
"2014, Friday, Jun 27",6.218,101.39
"2014, Monday, Jun 30",6.2036,101.28
"2014, Tuesday, Jul 01",6.1995,101.51
"2014, Wednesday, Jul 02",6.2101,101.76
"2014, Thursday, Jul 03",6.2115,102.19
"2014, Friday, Jul 04",,
"2014, Monday, Jul 07",6.2036,101.84
"2014, Tuesday, Jul 08",6.201,101.53
"2014, Wednesday, Jul 09",6.1994,101.7
"2014, Thursday, Jul 10",6.2023,101.26
"2014, Friday, Jul 11",6.2034,101.33
"2014, Monday, Jul 14",6.2059,101.58
"2014, Tuesday, Jul 15",6.2075,101.62
"2014, Wednesday, Jul 16",6.2035,101.69
"2014, Thursday, Jul 17",6.2033,101.3
"2014, Friday, Jul 18",6.2075,101.37
"2014, Monday, Jul 21",6.2088,101.34
"2014, Tuesday, Jul 22",6.2025,101.54
"2014, Wednesday, Jul 23",6.1982,101.5
"2014, Thursday, Jul 24",6.1944,101.82
"2014, Friday, Jul 25",6.1913,101.81
"2014, Monday, Jul 28",6.187,101.82
"2014, Tuesday, Jul 29",6.18,102.12
"2014, Wednesday, Jul 30",6.1712,102.9
"2014, Thursday, Jul 31",6.1737,102.75
"2014, Friday, Aug 01",6.1793,102.45
"2014, Monday, Aug 04",6.178,102.47
"2014, Tuesday, Aug 05",6.1705,102.77
"2014, Wednesday, Aug 06",6.1625,102.34
"2014, Thursday, Aug 07",6.1618,102.06
"2014, Friday, Aug 08",6.1557,101.91
"2014, Monday, Aug 11",6.1528,102.14
"2014, Tuesday, Aug 12",6.1575,102.22
"2014, Wednesday, Aug 13",6.1531,102.48
"2014, Thursday, Aug 14",6.1575,102.44
"2014, Friday, Aug 15",6.147,102.19
"2014, Monday, Aug 18",6.1425,102.54
"2014, Tuesday, Aug 19",6.1425,102.86
"2014, Wednesday, Aug 20",6.1395,103.36
"2014, Thursday, Aug 21",6.151,103.78
"2014, Friday, Aug 22",6.151,103.97
"2014, Monday, Aug 25",6.154,103.96
"2014, Tuesday, Aug 26",6.1522,104.12
"2014, Wednesday, Aug 27",6.143,103.98
"2014, Thursday, Aug 28",6.1423,103.78
"2014, Friday, Aug 29",6.143,104.0
"2014, Monday, Sep 01",,
"2014, Tuesday, Sep 02",6.148,105.1
"2014, Wednesday, Sep 03",6.1408,104.88
"2014, Thursday, Sep 04",6.1383,105.22
"2014, Friday, Sep 05",6.14,104.94
"2014, Monday, Sep 08",6.14,105.65
"2014, Tuesday, Sep 09",6.1362,106.32
"2014, Wednesday, Sep 10",6.1284,106.76
"2014, Thursday, Sep 11",6.1295,106.87
"2014, Friday, Sep 12",6.1344,107.24
"2014, Monday, Sep 15",6.1415,107.18
"2014, Tuesday, Sep 16",6.1459,106.91
"2014, Wednesday, Sep 17",6.1385,107.58
"2014, Thursday, Sep 18",6.14,108.69
"2014, Friday, Sep 19",6.1403,108.96
"2014, Monday, Sep 22",6.14,108.88
"2014, Tuesday, Sep 23",6.1368,108.82
"2014, Wednesday, Sep 24",6.1346,108.92
"2014, Thursday, Sep 25",6.1355,108.7
"2014, Friday, Sep 26",6.1266,109.32
"2014, Monday, Sep 29",6.1495,109.34
"2014, Tuesday, Sep 30",6.138,109.66
"2014, Wednesday, Oct 01",6.138,109.3
"2014, Thursday, Oct 02",6.138,108.1
"2014, Friday, Oct 03",6.1385,109.7
"2014, Monday, Oct 06",6.1385,109.08
"2014, Tuesday, Oct 07",6.1385,108.3
"2014, Wednesday, Oct 08",6.1385,108.41
"2014, Thursday, Oct 09",6.1299,108.0
"2014, Friday, Oct 10",6.1308,107.83
"2014, Monday, Oct 13",,
"2014, Tuesday, Oct 14",6.125,107.15
"2014, Wednesday, Oct 15",6.1249,106.06
"2014, Thursday, Oct 16",6.123,105.98
"2014, Friday, Oct 17",6.1238,106.72
"2014, Monday, Oct 20",6.1233,106.87
"2014, Tuesday, Oct 21",6.1205,106.7
"2014, Wednesday, Oct 22",6.118,107.32
"2014, Thursday, Oct 23",6.119,108.16
"2014, Friday, Oct 24",6.1168,108.06
"2014, Monday, Oct 27",6.116,107.71
"2014, Tuesday, Oct 28",6.113,108.0
"2014, Wednesday, Oct 29",6.1107,108.1
"2014, Thursday, Oct 30",6.114,108.94
"2014, Friday, Oct 31",6.1124,112.09
"2014, Monday, Nov 03",6.1178,113.92
"2014, Tuesday, Nov 04",6.115,113.44
"2014, Wednesday, Nov 05",6.1135,114.62
"2014, Thursday, Nov 06",6.1117,114.87
"2014, Friday, Nov 07",6.1225,114.73
"2014, Monday, Nov 10",6.119,114.78
"2014, Tuesday, Nov 11",,
"2014, Wednesday, Nov 12",6.1257,115.42
"2014, Thursday, Nov 13",6.1243,115.63
"2014, Friday, Nov 14",6.129,116.52
"2014, Monday, Nov 17",6.1242,116.44
"2014, Tuesday, Nov 18",6.1208,116.76
"2014, Wednesday, Nov 19",6.119,117.7
"2014, Thursday, Nov 20",6.123,118.14
"2014, Friday, Nov 21",6.1244,117.74
"2014, Monday, Nov 24",6.1412,118.39
"2014, Tuesday, Nov 25",6.1355,117.99
"2014, Wednesday, Nov 26",6.1386,117.6
"2014, Thursday, Nov 27",,
"2014, Friday, Nov 28",6.1429,118.7
"2014, Monday, Dec 01",6.1515,118.14
"2014, Tuesday, Dec 02",6.149,119.1
"2014, Wednesday, Dec 03",6.1499,119.82
"2014, Thursday, Dec 04",6.1541,119.67
"2014, Friday, Dec 05",6.1497,121.38
"2014, Monday, Dec 08",6.1725,120.89
"2014, Tuesday, Dec 09",6.1855,118.87
"2014, Wednesday, Dec 10",6.1763,118.5
"2014, Thursday, Dec 11",6.1881,119.4
"2014, Friday, Dec 12",6.1864,118.22
"2014, Monday, Dec 15",6.19,117.75
"2014, Tuesday, Dec 16",6.189,117.28
"2014, Wednesday, Dec 17",6.1957,117.64
"2014, Thursday, Dec 18",6.2139,118.84
"2014, Friday, Dec 19",6.2196,119.56
"2014, Monday, Dec 22",6.2213,119.84
"2014, Tuesday, Dec 23",6.2256,120.68
"2014, Wednesday, Dec 24",6.2148,120.45
"2014, Thursday, Dec 25",,
"2014, Friday, Dec 26",,
"2014, Monday, Dec 29",6.2222,120.57
"2014, Tuesday, Dec 30",6.2015,119.34
"2014, Wednesday, Dec 31",6.2046,119.85
"2015, Thursday, Jan 01",,
"2015, Friday, Jan 02",6.2046,120.2
"2015, Monday, Jan 05",6.2201,119.64
"2015, Tuesday, Jan 06",6.2125,118.26
"2015, Wednesday, Jan 07",6.2127,119.52
"2015, Thursday, Jan 08",6.2143,119.51
"2015, Friday, Jan 09",6.2085,118.66
"2015, Monday, Jan 12",6.2027,118.32
"2015, Tuesday, Jan 13",6.197,118.16
"2015, Wednesday, Jan 14",6.1957,116.78
"2015, Thursday, Jan 15",6.187,116.95
"2015, Friday, Jan 16",6.2065,117.45
"2015, Monday, Jan 19",,
"2015, Tuesday, Jan 20",6.2137,118.48
"2015, Wednesday, Jan 21",6.2112,117.86
"2015, Thursday, Jan 22",6.2085,117.92
"2015, Friday, Jan 23",6.2279,117.8
"2015, Monday, Jan 26",6.2535,118.38
"2015, Tuesday, Jan 27",6.243,117.62
"2015, Wednesday, Jan 28",6.2475,117.74
"2015, Thursday, Jan 29",6.2463,118.31
"2015, Friday, Jan 30",6.2495,117.44
"2015, Monday, Feb 02",6.2594,117.33
"2015, Tuesday, Feb 03",6.2573,117.48
"2015, Wednesday, Feb 04",6.2472,117.58
"2015, Thursday, Feb 05",6.2516,117.4
"2015, Friday, Feb 06",6.2417,119.16
"2015, Monday, Feb 09",6.2467,118.7
"2015, Tuesday, Feb 10",6.2405,119.32
"2015, Wednesday, Feb 11",6.2422,120.38
"2015, Thursday, Feb 12",6.244,118.72
"2015, Friday, Feb 13",6.2399,118.7
"2015, Monday, Feb 16",,
"2015, Tuesday, Feb 17",6.2546,118.99
"2015, Wednesday, Feb 18",6.2546,119.19
"2015, Thursday, Feb 19",6.2546,118.84
"2015, Friday, Feb 20",6.2546,118.68
"2015, Monday, Feb 23",6.2546,118.88
"2015, Tuesday, Feb 24",6.2546,119.13
"2015, Wednesday, Feb 25",6.2591,118.88
"2015, Thursday, Feb 26",6.2584,119.36
"2015, Friday, Feb 27",6.2695,119.72
"2015, Monday, Mar 02",6.272,120.06
"2015, Tuesday, Mar 03",6.2741,119.47
"2015, Wednesday, Mar 04",6.2701,119.76
"2015, Thursday, Mar 05",6.2658,120.22
"2015, Friday, Mar 06",6.262,120.93
"2015, Monday, Mar 09",6.2635,121.17
"2015, Tuesday, Mar 10",6.2615,121.2
"2015, Wednesday, Mar 11",6.2613,121.5
"2015, Thursday, Mar 12",6.2614,121.28
"2015, Friday, Mar 13",6.2585,121.17
"2015, Monday, Mar 16",6.262,121.3
"2015, Tuesday, Mar 17",6.249,121.28
"2015, Wednesday, Mar 18",6.2289,120.92
"2015, Thursday, Mar 19",6.1955,120.9
"2015, Friday, Mar 20",6.2037,120.28
"2015, Monday, Mar 23",6.2135,119.74
"2015, Tuesday, Mar 24",6.2046,119.9
"2015, Wednesday, Mar 25",6.2116,119.37
"2015, Thursday, Mar 26",6.2103,119.01
"2015, Friday, Mar 27",6.2145,119.15
"2015, Monday, Mar 30",6.2065,120.11
"2015, Tuesday, Mar 31",6.199,119.96
"2015, Wednesday, Apr 01",6.1976,119.62
"2015, Thursday, Apr 02",6.1968,119.74
"2015, Friday, Apr 03",6.193,118.96
"2015, Monday, Apr 06",6.193,119.05
"2015, Tuesday, Apr 07",6.1955,120.36
"2015, Wednesday, Apr 08",6.202,119.96
"2015, Thursday, Apr 09",6.205,120.32
"2015, Friday, Apr 10",6.2082,120.29
"2015, Monday, Apr 13",6.2152,120.32
"2015, Tuesday, Apr 14",6.2113,119.26
"2015, Wednesday, Apr 15",6.2037,119.23
"2015, Thursday, Apr 16",6.1947,119.18
"2015, Friday, Apr 17",6.1976,119.02
"2015, Monday, Apr 20",6.2014,119.27
"2015, Tuesday, Apr 21",6.201,119.45
"2015, Wednesday, Apr 22",6.1927,119.9
"2015, Thursday, Apr 23",6.1975,119.69
"2015, Friday, Apr 24",6.193,118.98
"2015, Monday, Apr 27",6.2185,119.12
"2015, Tuesday, Apr 28",6.2035,118.8
"2015, Wednesday, Apr 29",6.1989,118.83
"2015, Thursday, Apr 30",6.2018,119.86
"2015, Friday, May 01",6.2018,120.21
"2015, Monday, May 04",6.2085,120.25
"2015, Tuesday, May 05",6.2058,119.87
"2015, Wednesday, May 06",6.2001,119.42
"2015, Thursday, May 07",6.2063,119.74
"2015, Friday, May 08",6.2084,119.78
"2015, Monday, May 11",6.2086,120.05
"2015, Tuesday, May 12",6.2086,119.8
"2015, Wednesday, May 13",6.2043,119.09
"2015, Thursday, May 14",6.2013,119.2
"2015, Friday, May 15",6.2051,119.36
"2015, Monday, May 18",6.2041,119.82
"2015, Tuesday, May 19",6.2064,120.58
"2015, Wednesday, May 20",6.2036,121.28
"2015, Thursday, May 21",6.1958,121.06
"2015, Friday, May 22",6.1972,121.45
"2015, Monday, May 25",,
"2015, Tuesday, May 26",6.2038,123.08
"2015, Wednesday, May 27",6.2011,123.76
"2015, Thursday, May 28",6.2002,124.18
"2015, Friday, May 29",6.198,123.98
"2015, Monday, Jun 01",6.1985,124.64
"2015, Tuesday, Jun 02",6.198,124.19
"2015, Wednesday, Jun 03",6.1976,124.06
"2015, Thursday, Jun 04",6.2006,124.56
"2015, Friday, Jun 05",6.2024,125.58
"2015, Monday, Jun 08",6.2053,125.08
"2015, Tuesday, Jun 09",6.2047,124.16
"2015, Wednesday, Jun 10",6.2055,122.72
"2015, Thursday, Jun 11",6.2065,123.62
"2015, Friday, Jun 12",6.2081,123.23
"2015, Monday, Jun 15",6.208,123.38
"2015, Tuesday, Jun 16",6.2085,123.39
"2015, Wednesday, Jun 17",6.2086,124.25
"2015, Thursday, Jun 18",6.2075,122.87
"2015, Friday, Jun 19",6.2085,122.7
"2015, Monday, Jun 22",6.2085,123.28
"2015, Tuesday, Jun 23",6.2066,123.71
"2015, Wednesday, Jun 24",6.2061,124.24
"2015, Thursday, Jun 25",6.2084,123.63
"2015, Friday, Jun 26",6.208,123.92
"2015, Monday, Jun 29",6.2085,122.5
"2015, Tuesday, Jun 30",6.2,122.1
"2015, Wednesday, Jul 01",6.2008,123.02
"2015, Thursday, Jul 02",6.2044,123.14
"2015, Friday, Jul 03",,
"2015, Monday, Jul 06",6.2089,122.53
"2015, Tuesday, Jul 07",6.2097,122.16
"2015, Wednesday, Jul 08",6.2087,120.54
"2015, Thursday, Jul 09",6.2086,121.22
"2015, Friday, Jul 10",6.2092,122.75
"2015, Monday, Jul 13",6.2081,123.35
"2015, Tuesday, Jul 14",6.2088,123.39
"2015, Wednesday, Jul 15",6.2082,123.89
"2015, Thursday, Jul 16",6.2094,124.04
"2015, Friday, Jul 17",6.2085,124.0
"2015, Monday, Jul 20",6.2095,124.24
"2015, Tuesday, Jul 21",6.2095,123.93
"2015, Wednesday, Jul 22",6.2093,124.08
"2015, Thursday, Jul 23",6.2091,123.88
"2015, Friday, Jul 24",6.2095,123.74
"2015, Monday, Jul 27",6.2091,123.24
"2015, Tuesday, Jul 28",6.2084,123.52
"2015, Wednesday, Jul 29",6.2089,123.86
"2015, Thursday, Jul 30",6.2096,124.38
"2015, Friday, Jul 31",6.2097,123.94
"2015, Monday, Aug 03",6.2087,123.98
"2015, Tuesday, Aug 04",6.2086,124.0
"2015, Wednesday, Aug 05",6.2096,124.84
"2015, Thursday, Aug 06",6.2096,124.6
"2015, Friday, Aug 07",6.2087,124.27
"2015, Monday, Aug 10",6.2094,124.55
"2015, Tuesday, Aug 11",6.3232,124.9
"2015, Wednesday, Aug 12",6.3845,123.87
"2015, Thursday, Aug 13",6.3982,124.32
"2015, Friday, Aug 14",6.3908,124.27
"2015, Monday, Aug 17",6.3937,124.33
"2015, Tuesday, Aug 18",6.3928,124.39
"2015, Wednesday, Aug 19",6.3956,124.1
"2015, Thursday, Aug 20",6.3875,123.54
"2015, Friday, Aug 21",6.3887,122.11
"2015, Monday, Aug 24",6.4029,118.56
"2015, Tuesday, Aug 25",6.4122,119.91
"2015, Wednesday, Aug 26",6.4083,119.07
"2015, Thursday, Aug 27",6.4053,120.89
"2015, Friday, Aug 28",6.389,121.32
"2015, Monday, Aug 31",6.376,121.26
"2015, Tuesday, Sep 01",6.363,119.94
"2015, Wednesday, Sep 02",6.3544,120.0
"2015, Thursday, Sep 03",6.3549,120.2
"2015, Friday, Sep 04",6.3549,119.05
"2015, Monday, Sep 07",,
"2015, Tuesday, Sep 08",6.3657,119.72
"2015, Wednesday, Sep 09",6.3768,120.94
"2015, Thursday, Sep 10",6.377,120.71
"2015, Friday, Sep 11",6.3735,120.66
"2015, Monday, Sep 14",6.3664,119.92
"2015, Tuesday, Sep 15",6.3685,120.3
"2015, Wednesday, Sep 16",6.3694,120.62
